Division,season,n,skew_exante,p_fav_dv
SC0,2011,247,0.24451924273017317,0.5271770047882351
SC0,2012,228,0.2495158093463614,0.5024863564070374
SC0,2013,216,0.26729712385691984,0.4907626265405798
SC0,2014,225,0.22281124930823334,0.5144069841960464
SC0,2015,240,0.21922385502604316,0.5224590449009465
SC0,2016,232,0.20990905938808974,0.5268006999133283
SC0,2017,234,0.17939088522840324,0.5502744052547383
SC0,2018,223,0.1320896186383013,0.5512892601181056
SC0,2019,226,0.1957488335272766,0.5534438617604542
SC0,2020,175,0.19673150262144773,0.5733756087042962
SC0,2021,229,0.24818964532038393,0.53519382389336
SC0,2022,219,0.2627437967775363,0.5405540169567177
SC0,2023,234,0.27611903771359403,0.5375521247848625
SC0,2024,205,0.2167109344196094,0.5520676610697856
SC1,2005,164,0.19287745743082754,0.49024244469622474
SC1,2006,176,0.1699972829490963,0.49900191735573146
SC1,2007,175,0.20364713217820038,0.4826219479434318
SC1,2008,179,0.24773998664819064,0.47351393556535354
SC1,2009,177,0.2613921558192973,0.4666811001499694
SC1,2010,163,0.23429406605996242,0.4779688260178559
SC1,2011,192,0.2725056716776287,0.47673273503232244
SC1,2012,173,0.24368075678009804,0.48416029855320053
SC1,2013,189,0.17577314788286066,0.5064642509615769
SC1,2014,181,0.12165598393190966,0.5322115354712524
SC1,2015,181,0.03859357480720936,0.5795193297328358
SC1,2016,182,0.12964195053531272,0.5509931711676342
SC1,2017,176,0.21543244005397172,0.5049433823957392
SC1,2018,185,0.2272421929399747,0.5014567948818609
SC1,2019,179,0.24574448152477915,0.4801187708440421
SC1,2021,180,0.24253075123784185,0.47965094631798055
SC1,2022,179,0.3150202332289778,0.4472640078776879
SC1,2023,175,0.2421970381869205,0.48015535273478477
SC1,2024,169,0.20179317890277054,0.49854637836015664
SC2,2005,186,0.22591477628983825,0.4886562762497937
SC2,2006,181,0.17220639198590007,0.508067844638863
SC2,2007,175,0.16130759984866716,0.49560030097735275
SC2,2008,181,0.21842537354323527,0.48432885294813444
SC2,2009,174,0.2152922699661141,0.49142722369639985
SC2,2010,166,0.2519186001990665,0.46883548424012583
SC2,2011,190,0.23676937929584593,0.4728265394175354
SC2,2012,183,0.20054549287856033,0.48862260602569135
SC2,2013,184,0.15707855683338548,0.532082496893996
SC2,2014,179,0.1942131268499711,0.5208247471683363
SC2,2015,186,0.15217980638079126,0.5095097244031686
SC2,2016,179,0.17002250363152988,0.5059257760127018
SC2,2017,178,0.19411352992775652,0.49493116902875195
SC2,2018,184,0.1960157511161792,0.49650483933206224
SC2,2019,181,0.20356196605171825,0.48658471509622436
SC2,2021,155,0.21186598905737014,0.48773899010818184
SC2,2022,182,0.18552454901446527,0.49443029774824565
SC2,2023,176,0.1375163865779919,0.5309005980540161
SC2,2024,169,0.2342129214751312,0.5225662747995039
SC3,2005,179,0.16792487108862533,0.5363871086796913
SC3,2006,188,0.15424638145412956,0.520365580334539
SC3,2007,172,0.13518173005426917,0.5199557702898046
SC3,2008,177,0.19369931438890503,0.4884627846860577
SC3,2009,176,0.21710396872045626,0.48952476232348835
SC3,2010,167,0.25554233611920746,0.4778042140373105
SC3,2011,194,0.22236334775470645,0.4846665443038982
SC3,2012,180,0.17259780727198915,0.5332798306445343
